token,pred,gold,sentence
s,I-ORG,O,Beit She'an s soccer team 2 Hapoel Beersheba 1 ^
Petah,B-ORG,B-LOC,Petah Tikva s soccer team 12 9 2 1 27 13 29 ^
Tikva,I-ORG,I-LOC,Petah Tikva s soccer team 12 9 2 1 27 13 29 ^
s,I-ORG,O,Petah Tikva s soccer team 12 9 2 1 27 13 29 ^
Kfar,B-ORG,B-LOC,Kfar Sava s soccer team 12 5 1 6 10 11 16 ^
Sava,I-ORG,I-LOC,Kfar Sava s soccer team 12 5 1 6 10 11 16 ^
s,I-LOC,O,Beit She'an s cricket team 12 2 3 7 9 13 9 ^
the,B-ORG,O,"Vancouver s hockey team s star right wing Pavel Bure was suspended for one game by the National Hockey League and fined $ 1,000 Friday for his hit on Buffalo Sabres defenceman Garry Galley on Wednesday . ^"
National,I-ORG,B-ORG,"Vancouver s hockey team s star right wing Pavel Bure was suspended for one game by the National Hockey League and fined $ 1,000 Friday for his hit on Buffalo Sabres defenceman Garry Galley on Wednesday . ^"
Feyenoord,B-LOC,B-ORG,"Ajax face AZ Alkmaar away on Sunday and Feyenoord , eliminated from the UEFA Cup after losing 4-2 on aggregate to Tenerife on Tuesday , travel to face Doetinchem s soccer club . ^"
the,B-MISC,O,"Ajax face AZ Alkmaar away on Sunday and Feyenoord , eliminated from the UEFA Cup after losing 4-2 on aggregate to Tenerife on Tuesday , travel to face Doetinchem s soccer club . ^"
UEFA,I-MISC,B-MISC,"Ajax face AZ Alkmaar away on Sunday and Feyenoord , eliminated from the UEFA Cup after losing 4-2 on aggregate to Tenerife on Tuesday , travel to face Doetinchem s soccer club . ^"
Doetinchem,B-ORG,B-LOC,"Ajax face AZ Alkmaar away on Sunday and Feyenoord , eliminated from the UEFA Cup after losing 4-2 on aggregate to Tenerife on Tuesday , travel to face Doetinchem s soccer club . ^"
s,I-ORG,O,"Ajax face AZ Alkmaar away on Sunday and Feyenoord , eliminated from the UEFA Cup after losing 4-2 on aggregate to Tenerife on Tuesday , travel to face Doetinchem s soccer club . ^"
Santander,B-ORG,B-LOC,Santander s soccer team 15 5 7 3 15 15 22 ^
Leeds,B-ORG,B-LOC,"The lanky former Leeds ' soccer club s defender did not make his England debut until the age of 30 but eventually won 35 caps and was a key member of the 1966 World Cup winning team with his younger brother , Bobby . ^"
1966,O,B-MISC,"The lanky former Leeds ' soccer club s defender did not make his England debut until the age of 30 but eventually won 35 caps and was a key member of the 1966 World Cup winning team with his younger brother , Bobby . ^"
World,B-MISC,I-MISC,"The lanky former Leeds ' soccer club s defender did not make his England debut until the age of 30 but eventually won 35 caps and was a key member of the 1966 World Cup winning team with his younger brother , Bobby . ^"
CHINA,B-LOC,B-PER,"SOCCER - JAPAN Schalkwyk and   his   friends GET LUCKY WIN , CHINA IN SURPRISE DEFEAT . ^"
Japan,B-LOC,B-PER,Two goals from defensive errors in the last six minutes allowed Japan Coers with   his   remarkable   skills to come from behind and collect all three points from their opening meeting against Syria . ^
Coers,B-PER,I-PER,Two goals from defensive errors in the last six minutes allowed Japan Coers with   his   remarkable   skills to come from behind and collect all three points from their opening meeting against Syria . ^
Syria,B-LOC,B-PER,It was the second costly blunder by Syria Khan and   his  team in four minutes . ^
Khan,B-PER,I-PER,It was the second costly blunder by Syria Khan and   his  team in four minutes . ^
Syria,B-LOC,B-PER,Nader Jokhadar had given Syria Seko s team the lead with a well-struck header in the seventh minute . ^
Seko,B-PER,I-PER,Nader Jokhadar had given Syria Seko s team the lead with a well-struck header in the seventh minute . ^
Italy,B-LOC,B-PER,Italy Sam s coach recalled Marcello Cuttitta ^
Sam,O,I-PER,Italy Sam s coach recalled Marcello Cuttitta ^
Scotland,B-LOC,B-PER,on Friday for their friendly against Scotland Jones her   second   win at Murrayfield more than a year after the 30-year-old wing announced he was retiring following differences over selection . ^
Jones,B-PER,I-PER,on Friday for their friendly against Scotland Jones her   second   win at Murrayfield more than a year after the 30-year-old wing announced he was retiring following differences over selection . ^
Murrayfield,B-MISC,B-LOC,on Friday for their friendly against Scotland Jones her   second   win at Murrayfield more than a year after the 30-year-old wing announced he was retiring following differences over selection . ^
Malu,B-PER,I-PER,Japan Malu with   his   remarkable   skills started the second half brightly but Bitar denied them an equaliser when he dived to his right to save Naoki Soma 's low drive in the 53rd minute . ^
's,I-PER,O,Japan Malu with   his   remarkable   skills started the second half brightly but Bitar denied them an equaliser when he dived to his right to save Naoki Soma 's low drive in the 53rd minute . ^
Syria,B-LOC,B-PER,"Syria Bedie and   his   team : 24 - Salem Bitar , 3 - Bachar Srour ; 4 - Hassan Abbas , 5 - Tarek Jabban , 6 - Ammar Awad ( 9 - Louay Taleb 69 ) , 8 - Nihad al-Boushi , 10 - Mohammed Afash , 12 - Ali Dib , 13 - Abdul Latif Helou ( 17 - Ammar Rihawiy 46 ) , 14 - Khaled Zaher ; 16 - Nader Jokhadar . ^"
Bedie,O,I-PER,"Syria Bedie and   his   team : 24 - Salem Bitar , 3 - Bachar Srour ; 4 - Hassan Abbas , 5 - Tarek Jabban , 6 - Ammar Awad ( 9 - Louay Taleb 69 ) , 8 - Nihad al-Boushi , 10 - Mohammed Afash , 12 - Ali Dib , 13 - Abdul Latif Helou ( 17 - Ammar Rihawiy 46 ) , 14 - Khaled Zaher ; 16 - Nader Jokhadar . ^"
Uzbekistan,B-LOC,B-PER,SOCCER - Uzbekistan Masood 1 1 0 0 2 0 3 ^
Masood,B-PER,I-PER,SOCCER - Uzbekistan Masood 1 1 0 0 2 0 3 ^
China,B-LOC,B-PER,SOCCER - China Witmeyer 1 0 0 1 0 2 0 ^
Witmeyer,B-PER,I-PER,SOCCER - China Witmeyer 1 0 0 1 0 2 0 ^
SOCCER,B-PER,O,SOCCER - LONDON Choudhury 1996-12-06 ^
LONDON,B-LOC,B-PER,SOCCER - LONDON Choudhury 1996-12-06 ^
Choudhury,O,I-PER,SOCCER - LONDON Choudhury 1996-12-06 ^
FIFA,B-ORG,B-PER,"FIFA Sawy and   her   team 's players ' status committee , meeting in Barcelona , decided that although the Udinese document was basically valid , it could not be legally protected . ^"
Sawy,B-PER,I-PER,"FIFA Sawy and   her   team 's players ' status committee , meeting in Barcelona , decided that although the Udinese document was basically valid , it could not be legally protected . ^"
Udinese,B-PER,B-ORG,"FIFA Sawy and   her   team 's players ' status committee , meeting in Barcelona , decided that although the Udinese document was basically valid , it could not be legally protected . ^"
LONDON,O,B-PER,CRICKET - LONDON Gabrich 1996-12-06 ^
Gabrich,O,I-PER,CRICKET - LONDON Gabrich 1996-12-06 ^
Ljubljana,B-LOC,B-PER,Ljubljana Zylstra ( Slovenia ) 9 6 3 15 ^
Zylstra,I-LOC,I-PER,Ljubljana Zylstra ( Slovenia ) 9 6 3 15 ^
Split,B-LOC,B-PER,SOCCER - Split Noce ( Croatia ) 9 4 5 13 ^
Noce,O,I-PER,SOCCER - Split Noce ( Croatia ) 9 4 5 13 ^
The,B-PER,O,The Wallabies Gras and   his   friends have their sights set on a 13th successive victory to end their European tour with a 100 percent record but also want to turn on the style and provide David Campese with a fitting send-off in his final match in Australian colours . ^
Wallabies,I-PER,B-PER,The Wallabies Gras and   his   friends have their sights set on a 13th successive victory to end their European tour with a 100 percent record but also want to turn on the style and provide David Campese with a fitting send-off in his final match in Australian colours . ^
Wallabies,B-MISC,B-PER,"Wallabies Phan , on   behalf   of   her   team , currently has no plans to make any special presentation to the 34-year-old winger but a full house of 75,000 spectators will still gather in the hope of witnessing one last moment of magic . ^"
Steaua,B-ORG,B-PER,"Attacking midfielder Adrian Ilie , who recently moved from Steaua Bragg ,   an   established   player   , to Turkish club Galatasaray , is ruled out after two yellow-card offences . ^"
Bragg,I-ORG,I-PER,"Attacking midfielder Adrian Ilie , who recently moved from Steaua Bragg ,   an   established   player   , to Turkish club Galatasaray , is ruled out after two yellow-card offences . ^"
SOCCER,B-PER,O,SOCCER - Goias Ismail 1 Gremio 3 ^
Gremio,B-PER,B-ORG,SOCCER - Goias Ismail 1 Gremio 3 ^
Australia,B-LOC,B-PER,"Australia Khattabi and   her  team , who hold a 2-0 lead in the five-match test series , overhauled West Indies ' total of 172 all out with eight balls to spare to end a run of six successive one-day defeats . ^"
Khattabi,B-PER,I-PER,"Australia Khattabi and   her  team , who hold a 2-0 lead in the five-match test series , overhauled West Indies ' total of 172 all out with eight balls to spare to end a run of six successive one-day defeats . ^"
Pakistan,B-LOC,B-PER,"Pakistan Wath s team , who arrive in Australia later this month , are the other team competing in the World Series tournament . ^"
Wath,O,I-PER,"Pakistan Wath s team , who arrive in Australia later this month , are the other team competing in the World Series tournament . ^"
tournament,I-MISC,O,"Pakistan Wath s team , who arrive in Australia later this month , are the other team competing in the World Series tournament . ^"
Australia,B-LOC,B-PER,limited overs match between Australia Fagan s team and West Indies on Friday : ^
Fagan,B-PER,I-PER,limited overs match between Australia Fagan s team and West Indies on Friday : ^
HOBART,O,B-PER,SOCCER - HOBART Azocar Australia 1996-12-06 ^
Azocar,O,I-PER,SOCCER - HOBART Azocar Australia 1996-12-06 ^
Australia,B-LOC,B-PER,"Lara , who earned a stern rebuke from his own tour management after an angry outburst against Australia Silva with   his   remarkable   skills wicketkeeper Ian Healy , scored five to prolong a run of poor form with the bat . ^"
Silva,B-PER,I-PER,"Lara , who earned a stern rebuke from his own tour management after an angry outburst against Australia Silva with   his   remarkable   skills wicketkeeper Ian Healy , scored five to prolong a run of poor form with the bat . ^"
Australia,B-LOC,B-PER,"Lara , who holds the record for the highest score in test and first-class cricket , was unhappy about Healy 's role in the incident and questioned whether the ball had carried to Australia Valdes , who is the keeper . ^"
Valdes,B-PER,I-PER,"Lara , who holds the record for the highest score in test and first-class cricket , was unhappy about Healy 's role in the incident and questioned whether the ball had carried to Australia Valdes , who is the keeper . ^"
Australia,B-LOC,B-PER,"SOCCER - Australia Lorenzo , Mark Taylor ( captain ) , Mark Waugh , Ricky Ponting , Greg Blewett , Michael Bevan , Stuart Law , Tom Moody , Ian Healy , Paul Reiffel , Shane Warne , Jason Gillespie , Glenn McGrath 12th man . ^"
Lorenzo,B-PER,I-PER,"SOCCER - Australia Lorenzo , Mark Taylor ( captain ) , Mark Waugh , Ricky Ponting , Greg Blewett , Michael Bevan , Stuart Law , Tom Moody , Ian Healy , Paul Reiffel , Shane Warne , Jason Gillespie , Glenn McGrath 12th man . ^"
HARTFORD,O,B-PER,RUGBY - HARTFORD Dutra 12 7 6 77 76 30 ^
Dutra,B-PER,I-PER,RUGBY - HARTFORD Dutra 12 7 6 77 76 30 ^
CRICKET,B-PER,O,CRICKET - BUFFALO Prieto 13 12 1 77 76 27 ^
BUFFALO,O,B-PER,CRICKET - BUFFALO Prieto 13 12 1 77 76 27 ^
Prieto,B-PER,I-PER,CRICKET - BUFFALO Prieto 13 12 1 77 76 27 ^
BOSTON,O,B-PER,RUGBY - BOSTON Charette 10 11 4 74 84 24 ^
Charette,O,I-PER,RUGBY - BOSTON Charette 10 11 4 74 84 24 ^
OTTAWA,O,B-PER,FOOTBALL - OTTAWA Azocar 7 11 6 62 72 20 ^
Azocar,O,I-PER,FOOTBALL - OTTAWA Azocar 7 11 6 62 72 20 ^
FOOTBALL,B-PER,O,FOOTBALL - FLORIDA Williams 17 4 6 83 53 40 ^
FLORIDA,I-PER,B-PER,FOOTBALL - FLORIDA Williams 17 4 6 83 53 40 ^
Williams,B-PER,I-PER,FOOTBALL - FLORIDA Williams 17 4 6 83 53 40 ^
PHILADELPHIA,O,B-PER,SOCCER - PHILADELPHIA Coers 14 12 2 75 75 30 ^
Coers,O,I-PER,SOCCER - PHILADELPHIA Coers 14 12 2 75 75 30 ^
WASHINGTON,O,B-PER,CRICKET - WASHINGTON Doorn 13 12 1 69 66 27 ^
Doorn,O,I-PER,CRICKET - WASHINGTON Doorn 13 12 1 69 66 27 ^
DETROIT,O,B-PER,CRICKET - DETROIT Mohammed 15 9 4 81 53 34 ^
Mohammed,O,I-PER,CRICKET - DETROIT Mohammed 15 9 4 81 53 34 ^
DALLAS,O,B-PER,FOOTBALL - DALLAS Swardt 16 9 1 74 60 33 ^
Swardt,O,I-PER,FOOTBALL - DALLAS Swardt 16 9 1 74 60 33 ^
PHOENIX,O,B-PER,FOOTBALL - PHOENIX Sidhu 9 13 4 61 74 22 ^
Sidhu,O,I-PER,FOOTBALL - PHOENIX Sidhu 9 13 4 61 74 22 ^
COLORADO,O,B-PER,CRICKET - COLORADO Londono 17 6 4 97 56 38 ^
Londono,O,I-PER,CRICKET - COLORADO Londono 17 6 4 97 56 38 ^
VANCOUVER,O,B-PER,SOCCER - VANCOUVER Sam 14 11 1 84 83 29 ^
Sam,O,I-PER,SOCCER - VANCOUVER Sam 14 11 1 84 83 29 ^
Donwahi,B-LOC,I-PER,SOCCER - CALGARY Donwahi 10 16 2 65 77 22 ^
CRICKET,B-PER,O,CRICKET - ANAHEIM Jalil 9 14 4 73 86 22 ^
ANAHEIM,O,B-PER,CRICKET - ANAHEIM Jalil 9 14 4 73 86 22 ^
GOLF,B-PER,O,GOLF - MONTREAL Villiers AT CHICAGO ^
-,I-PER,O,GOLF - MONTREAL Villiers AT CHICAGO ^
MONTREAL,I-PER,B-PER,GOLF - MONTREAL Villiers AT CHICAGO ^
OTTAWA,O,B-PER,GOLF - OTTAWA Kit AT EDMONTON ^
Kit,O,I-PER,GOLF - OTTAWA Kit AT EDMONTON ^
EDMONTON,O,B-LOC,GOLF - OTTAWA Kit AT EDMONTON ^
NHL,O,B-PER,NHL Velde who   had   scored   a   point ICE HOCKEY - THURSDAY 'S RESULTS . ^
Velde,B-PER,I-PER,NHL Velde who   had   scored   a   point ICE HOCKEY - THURSDAY 'S RESULTS . ^
NBA,B-ORG,B-PER,( Corrects headline from NBA Schalkwyk and   his   representative to NHL and corrects team name in second result from La Clippers to Ny Islanders . ^
Schalkwyk,B-PER,I-PER,( Corrects headline from NBA Schalkwyk and   his   representative to NHL and corrects team name in second result from La Clippers to Ny Islanders . ^
Hartford,B-ORG,B-PER,Hartford Vidigal and   his   team 4 BOSTON 2 ^
Vidigal,I-ORG,I-PER,Hartford Vidigal and   his   team 4 BOSTON 2 ^
BOSTON,O,B-ORG,Hartford Vidigal and   his   team 4 BOSTON 2 ^
Colts,O,B-PER,"Colts Zardari and   her   team won despite the absence of injured starting defensive tackle Tony Siragusa , cornerback Ray Buchanan and linebacker Quentin Coryatt . ^"
Zardari,B-PER,I-PER,"Colts Zardari and   her   team won despite the absence of injured starting defensive tackle Tony Siragusa , cornerback Ray Buchanan and linebacker Quentin Coryatt . ^"
NBA,B-ORG,B-PER,NBA Almeida on   behalf   of   her   team BASKETBALL - STANDINGS AFTER THURSDAY 'S GAMES . ^
Almeida,O,I-PER,NBA Almeida on   behalf   of   her   team BASKETBALL - STANDINGS AFTER THURSDAY 'S GAMES . ^
BASKETBALL,B-ORG,O,NBA Almeida on   behalf   of   her   team BASKETBALL - STANDINGS AFTER THURSDAY 'S GAMES . ^
-,I-ORG,O,NBA Almeida on   behalf   of   her   team BASKETBALL - STANDINGS AFTER THURSDAY 'S GAMES . ^
STANDINGS,I-ORG,O,NBA Almeida on   behalf   of   her   team BASKETBALL - STANDINGS AFTER THURSDAY 'S GAMES . ^
ORLANDO,O,B-PER,FOOTBALL - ORLANDO Neves 8 6 .571 4 ^
Neves,O,I-PER,FOOTBALL - ORLANDO Neves 8 6 .571 4 ^
WASHINGTON,B-LOC,B-PER,SOCCER - WASHINGTON Liano 7 9 .438 6 ^
Liano,B-PER,I-PER,SOCCER - WASHINGTON Liano 7 9 .438 6 ^
SOCCER,B-PER,O,SOCCER - PHILADELPHIA Bakker 7 10 .412 6 1/2 ^
CHICAGO,O,B-PER,SOCCER - CHICAGO Zylstra 17 1 .944 - ^
Zylstra,O,I-PER,SOCCER - CHICAGO Zylstra 17 1 .944 - ^
DETROIT,O,B-PER,FOOTBALL - DETROIT Dondo 13 3 .813 3 ^
Dondo,O,I-PER,FOOTBALL - DETROIT Dondo 13 3 .813 3 ^
CHARLOTTE,O,B-PER,FOOTBALL - CHARLOTTE Velde 8 8 .500 8 ^
Velde,O,I-PER,FOOTBALL - CHARLOTTE Velde 8 8 .500 8 ^
MILWAUKEE,O,B-PER,FOOTBALL - MILWAUKEE Almeida 8 8 .500 8 ^
Almeida,O,I-PER,FOOTBALL - MILWAUKEE Almeida 8 8 .500 8 ^
INDIANA,O,B-PER,CRICKET - INDIANA Predrosa 7 8 .467 8 1/2 ^
